Year,Quarter,Month,DayofMonth,DayOfWeek,FlightDate,Reporting_Airline,DOT_ID_Reporting_Airline,IATA_CODE_Reporting_Airline,Tail_Number,Flight_Number_Reporting_Airline,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,Origin,OriginCityName,OriginState,OriginStateFips,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,Dest,DestCityName,DestState,DestStateFips,DestStateName,DestWac,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Flights,Distance,DistanceGroup,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,FirstDepTime,TotalAddGTime,LongestAddGTime,DivAirportLandings,DivReachedDest,DivActualElapsedTime,DivArrDelay,DivDistance,Div1Airport,Div1AirportID,Div1AirportSeqID,Div1WheelsOn,Div1TotalGTime,Div1LongestGTime,Div1WheelsOff,Div1TailNum,Div2Airport,Div2AirportID,Div2AirportSeqID,Div2WheelsOn,Div2TotalGTime,Div2LongestGTime,Div2WheelsOff,Div2TailNum,Div3Airport,Div3AirportID,Div3AirportSeqID,Div3WheelsOn,Div3TotalGTime,Div3LongestGTime,Div3WheelsOff,Div3TailNum,Div4Airport,Div4AirportID,Div4AirportSeqID,Div4WheelsOn,Div4TotalGTime,Div4LongestGTime,Div4WheelsOff,Div4TailNum,Div5Airport,Div5AirportID,Div5AirportSeqID,Div5WheelsOn,Div5TotalGTime,Div5LongestGTime,Div5WheelsOff,Div5TailNum
2000,1,2,6,7,2000-02-06,US,20355,US,N830US,283,14100,1410001,34100,PHL,"Philadelphia, PA",PA,42.0,Pennsylvania,23,10693,1069301,30693,BNA,"Nashville, TN",TN,47.0,Tennessee,54,1735,1835.0,60.0,60.0,1.0,4.0,1700-1759,11.0,1846.0,1941.0,7.0,1855,1948.0,53.0,53.0,1.0,3.0,1800-1859,0.0,,0.0,140.0,133.0,115.0,1.0,675.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,3,7,12,4,2012-07-12,WN,19393,WN,N441WN,935,15304,1530402,33195,TPA,"Tampa, FL",FL,12.0,Florida,33,12191,1219102,31453,HOU,"Houston, TX",TX,48.0,Texas,74,630,631.0,1.0,1.0,0.0,0.0,0600-0659,10.0,641.0,,,740,,,,,,0700-0759,0.0,,1.0,130.0,,,1.0,781.0,4,,,,,,,,,1.0,0.0,,,148.0,AUS,10423.0,1042302.0,834.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,3,9,11,1,2017-09-11,NK,20416,NK,N620NK,737,13930,1393004,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,12892,1289206,32575,LAX,"Los Angeles, CA",CA,6.0,California,91,600,557.0,-3.0,0.0,0.0,-1.0,0600-0659,18.0,615.0,749.0,8.0,827,757.0,-30.0,0.0,0.0,-2.0,0800-0859,0.0,,0.0,267.0,240.0,214.0,1.0,1744.0,7,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,2,4,18,5,2008-04-18,F9,20436,F9,N943FR,401,11292,1129202,30325,DEN,"Denver, CO",CO,8.0,Colorado,82,12892,1289201,32575,LAX,"Los Angeles, CA",CA,6.0,California,91,630,634.0,4.0,4.0,0.0,0.0,0600-0659,12.0,646.0,754.0,8.0,757,802.0,5.0,5.0,0.0,0.0,0700-0759,0.0,,0.0,147.0,148.0,128.0,1.0,862.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,1,1,27,4,2000-01-27,US,20355,US,N822US,1060,14100,1410001,34100,PHL,"Philadelphia, PA",PA,42.0,Pennsylvania,23,10792,1079202,30792,BUF,"Buffalo, NY",NY,36.0,New York,22,1935,2100.0,85.0,85.0,1.0,5.0,1900-1959,14.0,2114.0,2210.0,6.0,2050,2216.0,86.0,86.0,1.0,5.0,2000-2059,0.0,,0.0,75.0,76.0,56.0,1.0,279.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,1,1,13,7,2002-01-13,MQ,20398,MQ,-N538M,4952,11624,1162401,31624,EYW,"Key West, FL",FL,12.0,Florida,33,13303,1330302,32467,MIA,"Miami, FL",FL,12.0,Florida,33,1201,1157.0,-4.0,0.0,0.0,-1.0,1200-1259,9.0,1206.0,1245.0,6.0,1251,1251.0,0.0,0.0,0.0,0.0,1200-1259,0.0,,0.0,50.0,54.0,39.0,1.0,126.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,4,10,24,3,2007-10-24,MQ,20398,MQ,N644AE,3723,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,11423,1142302,31423,DSM,"Des Moines, IA",IA,19.0,Iowa,61,1540,1538.0,-2.0,0.0,0.0,-1.0,1500-1559,10.0,1548.0,1727.0,3.0,1725,1730.0,5.0,5.0,0.0,0.0,1700-1759,0.0,,0.0,105.0,112.0,99.0,1.0,624.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,1,2,13,2,1990-02-13,NW,19386,NW,,42,12892,1289201,32575,LAX,"Los Angeles, CA",CA,6.0,California,91,10721,1072101,30721,BOS,"Boston, MA",MA,25.0,Massachusetts,13,1030,1031.0,1.0,1.0,0.0,0.0,1000-1059,,,,,1905,1827.0,-38.0,0.0,0.0,-2.0,1900-1959,0.0,,0.0,335.0,296.0,,1.0,2611.0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,3,7,23,6,2011-07-23,CO,19704,CO,N19141,1849,12266,1226603,31453,IAH,"Houston, TX",TX,48.0,Texas,74,11697,1169703,32467,FLL,"Fort Lauderdale, FL",FL,12.0,Florida,33,725,729.0,4.0,4.0,0.0,0.0,0700-0759,17.0,746.0,1053.0,5.0,1052,1058.0,6.0,6.0,0.0,0.0,1000-1059,0.0,,0.0,147.0,149.0,127.0,1.0,965.0,4,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,4,10,15,4,1992-10-15,AA,19805,AA,,1009,14492,1449201,34492,RDU,"Raleigh/Durham, NC",NC,37.0,North Carolina,36,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,823,824.0,1.0,1.0,0.0,0.0,0800-0859,,,,,1012,1017.0,5.0,5.0,0.0,0.0,1000-1059,0.0,,0.0,169.0,173.0,,1.0,1062.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,3,9,9,5,2011-09-09,XE,20374,XE,N12921,2362,11618,1161802,31703,EWR,"Newark, NJ",NJ,34.0,New Jersey,21,14524,1452401,34524,RIC,"Richmond, VA",VA,51.0,Virginia,38,1655,1654.0,-1.0,0.0,0.0,-1.0,1600-1659,17.0,1711.0,1806.0,6.0,1818,1812.0,-6.0,0.0,0.0,-1.0,1800-1859,0.0,,0.0,83.0,78.0,55.0,1.0,277.0,2,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,3,9,19,2,2000-09-19,HP,19991,HP,N619AW,2681,11618,1161801,31703,EWR,"Newark, NJ",NJ,34.0,New Jersey,21,14107,1410701,30466,PHX,"Phoenix, AZ",AZ,4.0,Arizona,81,700,700.0,0.0,0.0,0.0,0.0,0700-0759,26.0,726.0,852.0,4.0,934,856.0,-38.0,0.0,0.0,-2.0,0900-0959,0.0,,0.0,334.0,296.0,266.0,1.0,2133.0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,2,5,3,1,2004-05-03,OH,20417,OH,N398CA,5661,14730,1473002,33044,SDF,"Louisville, KY",KY,21.0,Kentucky,52,11193,1119301,33105,CVG,"Cincinnati, OH",KY,21.0,Kentucky,52,1025,1035.0,10.0,10.0,0.0,0.0,1000-1059,18.0,1053.0,1117.0,2.0,1109,1119.0,10.0,10.0,0.0,0.0,1100-1159,0.0,,0.0,44.0,44.0,24.0,1.0,83.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,2,6,2,6,1990-06-02,AA,19805,AA,,149,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,12992,1299201,32600,LIT,"Little Rock, AR",AR,5.0,Arkansas,71,2305,2305.0,0.0,0.0,0.0,0.0,2300-2359,,,,,10,6.0,-4.0,0.0,0.0,-1.0,0001-0559,0.0,,0.0,65.0,61.0,,1.0,304.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3,9,28,2,1999-09-28,AA,19805,AA,N569AA,1754,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,14492,1449201,34492,RDU,"Raleigh/Durham, NC",NC,37.0,North Carolina,36,1614,1709.0,55.0,55.0,1.0,3.0,1600-1659,14.0,1723.0,2004.0,5.0,1905,2009.0,64.0,64.0,1.0,4.0,1900-1959,0.0,,0.0,111.0,120.0,101.0,1.0,647.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,3,9,24,1,2012-09-24,FL,20437,FL,N933AT,626,10397,1039705,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,11057,1105703,31057,CLT,"Charlotte, NC",NC,37.0,North Carolina,36,1010,1007.0,-3.0,0.0,0.0,-1.0,1000-1059,16.0,1023.0,1102.0,4.0,1124,1106.0,-18.0,0.0,0.0,-2.0,1100-1159,0.0,,0.0,74.0,59.0,39.0,1.0,226.0,1,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,3,7,6,7,1997-07-06,NW,19386,NW,N720RC,563,13342,1334202,33342,MKE,"Milwaukee, WI",WI,55.0,Wisconsin,45,13487,1348701,31650,MSP,"Minneapolis, MN",MN,27.0,Minnesota,63,1450,1451.0,1.0,1.0,0.0,0.0,1400-1459,12.0,1503.0,1555.0,5.0,1558,1600.0,2.0,2.0,0.0,0.0,1500-1559,0.0,,0.0,68.0,69.0,52.0,1.0,297.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,3,8,11,1,2008-08-11,NW,19386,NW,N581NW,208,14747,1474702,30559,SEA,"Seattle, WA",WA,53.0,Washington,93,11433,1143301,31295,DTW,"Detroit, MI",MI,26.0,Michigan,43,2210,2213.0,3.0,3.0,0.0,0.0,2200-2259,15.0,2228.0,509.0,9.0,516,518.0,2.0,2.0,0.0,0.0,0001-0559,0.0,,0.0,246.0,245.0,221.0,1.0,1927.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,3,7,1,3,2009-07-01,DL,19790,DL,N918DL,1584,10397,1039703,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,14524,1452401,34524,RIC,"Richmond, VA",VA,51.0,Virginia,38,2146,2152.0,6.0,6.0,0.0,0.0,2100-2159,47.0,2239.0,2343.0,8.0,2330,2351.0,21.0,21.0,1.0,1.0,2300-2359,0.0,,0.0,104.0,119.0,64.0,1.0,481.0,2,6.0,0.0,15.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,3,8,15,3,1990-08-15,AA,19805,AA,,97,12264,1226401,30852,IAD,"Washington, DC",VA,51.0,Virginia,38,12892,1289201,32575,LAX,"Los Angeles, CA",CA,6.0,California,91,2015,2014.0,-1.0,0.0,0.0,-1.0,2000-2059,,,,,2230,2244.0,14.0,14.0,0.0,0.0,2200-2259,0.0,,0.0,315.0,330.0,,1.0,2288.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,4,12,2,3,1998-12-02,UA,19977,UA,N570UA,1718,12892,1289201,32575,LAX,"Los Angeles, CA",CA,6.0,California,91,11292,1129202,30325,DEN,"Denver, CO",CO,8.0,Colorado,82,1655,1654.0,-1.0,0.0,0.0,-1.0,1600-1659,13.0,1707.0,2006.0,6.0,2006,2012.0,6.0,6.0,0.0,0.0,2000-2059,0.0,,0.0,131.0,138.0,119.0,1.0,862.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,3,8,28,3,1996-08-28,NW,19386,NW,N9332,270,11433,1143301,31295,DTW,"Detroit, MI",MI,26.0,Michigan,43,13184,1318402,33184,MBS,"Saginaw/Bay City/Midland, MI",MI,26.0,Michigan,43,1345,1347.0,2.0,2.0,0.0,0.0,1300-1359,7.0,1354.0,1415.0,2.0,1430,1417.0,-13.0,0.0,0.0,-1.0,1400-1459,0.0,,0.0,45.0,30.0,21.0,1.0,98.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,1,1,2,2,1990-01-02,DL,19790,DL,,294,15304,1530401,33195,TPA,"Tampa, FL",FL,12.0,Florida,33,10397,1039702,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,1425,1426.0,1.0,1.0,0.0,0.0,1400-1459,,,,,1550,1548.0,-2.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,85.0,82.0,,1.0,406.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,3,7,1,4,2004-07-01,XE,20374,RU,N17115,2156,12264,1226401,30852,IAD,"Washington, DC",VA,51.0,Virginia,38,11618,1161801,31703,EWR,"Newark, NJ",NJ,34.0,New Jersey,21,1500,1508.0,8.0,8.0,0.0,0.0,1500-1559,33.0,1541.0,1633.0,12.0,1616,1645.0,29.0,29.0,1.0,1.0,1600-1659,0.0,,0.0,76.0,97.0,52.0,1.0,213.0,1,0.0,0.0,21.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,8,19,7,2018-08-19,MQ,20398,MQ,N857AE,3642,10185,1018502,30185,AEX,"Alexandria, LA",LA,22.0,Louisiana,72,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,1023,1013.0,-10.0,0.0,0.0,-1.0,1000-1059,9.0,1022.0,1116.0,12.0,1150,1128.0,-22.0,0.0,0.0,-2.0,1100-1159,0.0,,0.0,87.0,75.0,54.0,1.0,285.0,2,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,3,9,7,4,2000-09-07,NW,19386,NW,N753NW,1230,13487,1348701,31650,MSP,"Minneapolis, MN",MN,27.0,Minnesota,63,11066,1106601,31066,CMH,"Columbus, OH",OH,39.0,Ohio,44,740,736.0,-4.0,0.0,0.0,-1.0,0700-0759,13.0,749.0,1016.0,5.0,1028,1021.0,-7.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,108.0,105.0,87.0,1.0,627.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,2,6,3,2,1997-06-03,UA,19977,UA,N314UA,554,12339,1233902,32337,IND,"Indianapolis, IN",IN,18.0,Indiana,42,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,1915,1913.0,-2.0,0.0,0.0,-1.0,1900-1959,14.0,1927.0,2001.0,6.0,2011,2007.0,-4.0,0.0,0.0,-1.0,2000-2059,0.0,,0.0,56.0,54.0,34.0,1.0,177.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,3,7,14,2,2015-07-14,OO,20304,OO,N740SK,6244,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6.0,California,91,12441,1244102,32441,JAC,"Jackson, WY",WY,56.0,Wyoming,88,1731,1804.0,33.0,33.0,1.0,2.0,1700-1759,15.0,1819.0,2106.0,4.0,2041,2110.0,29.0,29.0,1.0,1.0,2000-2059,0.0,,0.0,130.0,126.0,107.0,1.0,784.0,4,22.0,0.0,0.0,0.0,7.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,3,9,12,3,2012-09-12,DL,19790,DL,N379DA,868,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27.0,Minnesota,63,10721,1072102,30721,BOS,"Boston, MA",MA,25.0,Massachusetts,13,1935,1933.0,-2.0,0.0,0.0,-1.0,1900-1959,16.0,1949.0,2306.0,7.0,2322,2313.0,-9.0,0.0,0.0,-1.0,2300-2359,0.0,,0.0,167.0,160.0,137.0,1.0,1124.0,5,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,2,4,21,7,2013-04-21,DL,19790,DL,N903DE,1173,15304,1530402,33195,TPA,"Tampa, FL",FL,12.0,Florida,33,12953,1295302,31703,LGA,"New York, NY",NY,36.0,New York,22,1145,1141.0,-4.0,0.0,0.0,-1.0,1100-1159,10.0,1151.0,1354.0,5.0,1423,1359.0,-24.0,0.0,0.0,-2.0,1400-1459,0.0,,0.0,158.0,138.0,123.0,1.0,1010.0,5,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,3,8,19,6,2000-08-19,DL,19790,DL,N665DN,741,11278,1127801,30852,DCA,"Washington, DC",VA,51.0,Virginia,38,11193,1119301,33105,CVG,"Cincinnati, OH",KY,21.0,Kentucky,52,645,646.0,1.0,1.0,0.0,0.0,0600-0659,15.0,701.0,807.0,5.0,820,812.0,-8.0,0.0,0.0,-1.0,0800-0859,0.0,,0.0,95.0,86.0,66.0,1.0,411.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,10,8,4,2015-10-08,HA,19690,HA,N583HA,24,13830,1383002,33830,OGG,"Kahului, HI",HI,15.0,Hawaii,2,13796,1379604,32457,OAK,"Oakland, CA",CA,6.0,California,91,1110,1117.0,7.0,7.0,0.0,0.0,1100-1159,13.0,1130.0,1857.0,5.0,1910,1902.0,-8.0,0.0,0.0,-1.0,1900-1959,0.0,,0.0,300.0,285.0,267.0,1.0,2349.0,10,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,1,3,2,2,1993-03-02,CO,19704,CO,,670,11618,1161801,31703,EWR,"Newark, NJ",NJ,34.0,New Jersey,21,14576,1457601,34576,ROC,"Rochester, NY",NY,36.0,New York,22,1246,1245.0,-1.0,0.0,0.0,-1.0,1200-1259,,,,,1401,1405.0,4.0,4.0,0.0,0.0,1400-1459,0.0,,0.0,75.0,80.0,,1.0,246.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,3,7,25,4,1996-07-25,HP,19991,HP,N315AW,2122,12889,1288902,32211,LAS,"Las Vegas, NV",NV,32.0,Nevada,85,16440,1644001,30423,AUS,"Austin, TX",TX,48.0,Texas,74,147,152.0,5.0,5.0,0.0,0.0,0001-0559,13.0,205.0,619.0,3.0,620,622.0,2.0,2.0,0.0,0.0,0600-0659,0.0,,0.0,153.0,150.0,134.0,1.0,1085.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,4,10,10,2,2006-10-10,UA,19977,UA,N778UA,944,11292,1129202,30325,DEN,"Denver, CO",CO,8.0,Colorado,82,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,900,857.0,-3.0,0.0,0.0,-1.0,0900-0959,10.0,907.0,1155.0,26.0,1219,1221.0,2.0,2.0,0.0,0.0,1200-1259,0.0,,0.0,139.0,144.0,108.0,1.0,888.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,4,10,25,3,2006-10-25,NW,19386,NW,N8923E,1508,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,11433,1143301,31295,DTW,"Detroit, MI",MI,26.0,Michigan,43,600,555.0,-5.0,0.0,0.0,-1.0,0600-0659,18.0,613.0,804.0,9.0,816,813.0,-3.0,0.0,0.0,-1.0,0800-0859,0.0,,0.0,76.0,78.0,51.0,1.0,235.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,2,6,4,7,1989-06-04,UA,19977,UA,,1466,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,91,10713,1071301,30713,BOI,"Boise, ID",ID,16.0,Idaho,83,850,849.0,-1.0,0.0,0.0,-1.0,0800-0859,,,,,1118,1114.0,-4.0,0.0,0.0,-1.0,1100-1159,0.0,,0.0,88.0,85.0,,1.0,522.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,3,7,22,2,2008-07-22,DL,19790,DL,N956DL,1678,14193,1419302,33728,PNS,"Pensacola, FL",FL,12.0,Florida,33,10397,1039703,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,1307,1305.0,-2.0,0.0,0.0,-1.0,1300-1359,7.0,1312.0,1459.0,17.0,1520,1516.0,-4.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,73.0,71.0,47.0,1.0,272.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,4,11,27,5,1992-11-27,NW,19386,NW,,569,11977,1197701,31977,GRB,"Green Bay, WI",WI,55.0,Wisconsin,45,13487,1348701,31650,MSP,"Minneapolis, MN",MN,27.0,Minnesota,63,1450,1447.0,-3.0,0.0,0.0,-1.0,1400-1459,,,,,1553,1536.0,-17.0,0.0,0.0,-2.0,1500-1559,0.0,,0.0,63.0,49.0,,1.0,252.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,1,3,8,5,1991-03-08,UA,19977,UA,,547,13487,1348701,31650,MSP,"Minneapolis, MN",MN,27.0,Minnesota,63,11292,1129201,30325,DEN,"Denver, CO",CO,8.0,Colorado,82,1030,1033.0,3.0,3.0,0.0,0.0,1000-1059,,,,,1131,1135.0,4.0,4.0,0.0,0.0,1100-1159,0.0,,0.0,121.0,122.0,,1.0,693.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,3,9,12,7,1993-09-12,US,20355,US,,32,11057,1105702,31057,CLT,"Charlotte, NC",NC,37.0,North Carolina,36,12953,1295301,31703,LGA,"New York, NY",NY,36.0,New York,22,1805,1812.0,7.0,7.0,0.0,0.0,1800-1859,,,,,1944,1945.0,1.0,1.0,0.0,0.0,1900-1959,0.0,,0.0,99.0,93.0,,1.0,544.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,4,12,16,5,1994-12-16,US,20355,US,,302,10721,1072101,30721,BOS,"Boston, MA",MA,25.0,Massachusetts,13,10821,1082102,30852,BWI,"Baltimore, MD",MD,24.0,Maryland,35,1825,1932.0,67.0,67.0,1.0,4.0,1800-1859,,,,,2000,2057.0,57.0,57.0,1.0,3.0,2000-2059,0.0,,0.0,95.0,85.0,,1.0,370.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,2,4,21,7,2013-04-21,MQ,20398,MQ,N807MQ,3327,15412,1541202,35412,TYS,"Knoxville, TN",TN,47.0,Tennessee,54,11298,1129803,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,1405,1354.0,-11.0,0.0,0.0,-1.0,1400-1459,12.0,1406.0,1508.0,9.0,1530,1517.0,-13.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,145.0,143.0,122.0,1.0,772.0,4,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,4,10,12,3,2005-10-12,MQ,20398,MQ,N909AE,3612,12191,1219101,31453,HOU,"Houston, TX",TX,48.0,Texas,74,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,1740,1736.0,-4.0,0.0,0.0,-1.0,1700-1759,12.0,1748.0,1835.0,9.0,1852,1844.0,-8.0,0.0,0.0,-1.0,1800-1859,0.0,,0.0,72.0,68.0,47.0,1.0,247.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,2,6,18,6,2005-06-18,AA,19805,AA,N540AA,2456,14747,1474702,30559,SEA,"Seattle, WA",WA,53.0,Washington,93,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,1430,1439.0,9.0,9.0,0.0,0.0,1400-1459,20.0,1459.0,2026.0,14.0,2024,2040.0,16.0,16.0,1.0,1.0,2000-2059,0.0,,0.0,234.0,241.0,207.0,1.0,1660.0,7,9.0,0.0,7.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,4,10,21,7,2018-10-21,MQ,20398,MQ,N678AE,4110,13930,1393006,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,13367,1336705,33367,MLI,"Moline, IL",IL,17.0,Illinois,41,2040,2034.0,-6.0,0.0,0.0,-1.0,2000-2059,21.0,2055.0,2125.0,3.0,2137,2128.0,-9.0,0.0,0.0,-1.0,2100-2159,0.0,,0.0,57.0,54.0,30.0,1.0,139.0,1,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,1,2,15,4,1996-02-15,US,20355,US,N484US,735,11057,1105702,31057,CLT,"Charlotte, NC",NC,37.0,North Carolina,36,14574,1457401,34574,ROA,"Roanoke, VA",VA,51.0,Virginia,38,1225,1225.0,0.0,0.0,0.0,0.0,1200-1259,12.0,1237.0,1305.0,4.0,1310,1309.0,-1.0,0.0,0.0,-1.0,1300-1359,0.0,,0.0,45.0,44.0,28.0,1.0,155.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
